ID	age	sex	n_babies	observer	year	pop_size	weight
330	1	f	0	7	1994	142	4.277770515652147
345	9	f	1	15	1994	142	10.612166394473702
346	11	f	2	1	1994	142	10.867098066959507
348	10	m	1	13	1994	142	11.009791729877493
353	7	m	0	4	1994	142	9.475249859152695
354	6	f	2	11	1994	142	8.33004257929559
356	4	f	2	18	1994	142	6.9679981147978864
358	3	m	0	1	1994	142	6.14626359413201
359	3	f	1	10	1994	142	6.8427161683941025
372	13	m	0	5	1994	142	14.26593993575111
381	10	f	2	9	1994	142	10.153139492638216
388	8	f	0	12	1994	142	10.543035232549142
392	2	m	2	13	1994	142	6.246665774653428
394	0	f	1	8	1994	142	3.3894425316662526
399	3	f	0	7	1994	142	6.032790896047862
401	6	f	1	19	1994	142	8.352997994324552
405	7	m	1	10	1994	142	NA
407	0	m	2	13	1994	142	4.168025676158644
410	3	f	2	1	1994	142	5.819583606745161
418	8	f	2	6	1994	142	8.017583405158824
421	5	m	2	17	1994	142	7.700622298031888
425	4	m	1	2	1994	142	7.156565879268036
428	3	m	0	11	1994	142	7.47388543696388
432	0	f	0	1	1994	142	NA
433	0	m	2	8	1994	142	NA
435	1	f	1	17	1994	142	3.2004742186355495
437	2	f	1	13	1994	142	5.407004987411106
439	8	f	0	8	1994	142	9.662549304510916
440	12	m	2	8	1994	142	NA
443	5	m	0	16	1994	142	7.507537565215746
446	0	m	2	5	1994	142	3.4575500103155608
451	9	m	0	9	1994	142	10.647389901102745
456	8	m	0	18	1994	142	10.852861242537724
462	0	f	2	4	1994	142	3.709459124744742
463	8	m	1	2	1994	142	NA
472	5	m	2	12	1994	142	7.659340283031635
474	5	f	2	20	1994	142	8.322599307049433
477	0	m	2	10	1994	142	4.865820944770385
480	6	f	1	13	1994	142	8.280777663221683
483	5	f	2	8	1994	142	NA
487	1	f	2	12	1994	142	NA
490	6	f	1	10	1994	142	7.341956492395713
493	3	f	2	13	1994	142	5.365728275993674
494	8	m	2	12	1994	142	9.944216639753018
514	1	f	1	5	1994	142	5.289245659768168
537	5	m	0	8	1994	142	8.313272695631195
540	2	m	1	18	1994	142	4.789126855828607
546	0	f	1	1	1994	142	NA
551	11	m	0	2	1994	142	12.438575435879164
554	6	m	0	17	1994	142	8.768788192518846
555	9	m	0	7	1994	142	11.255424828973425
561	7	f	2	8	1994	142	7.945262747423902
570	11	f	2	9	1994	142	NA
573	4	f	2	2	1994	142	6.464131878910085
579	5	f	2	19	1994	142	7.320282213132245
583	2	f	1	14	1994	142	4.463859247681931
587	10	m	0	2	1994	142	NA
591	2	f	0	4	1994	142	4.872439288421117
593	1	f	0	2	1994	142	4.863055000419313
594	2	m	2	19	1994	142	5.379052437854746
606	7	m	1	1	1994	142	9.548252685607544
613	5	m	2	3	1994	142	8.272474778346064
614	3	m	0	1	1994	142	NA
615	0	m	2	9	1994	142	4.480495612539382
624	10	f	1	3	1994	142	11.109193920031231
626	6	f	2	16	1994	142	NA
633	7	m	2	17	1994	142	9.777138019361255
636	8	m	2	3	1994	142	10.036079799586405
640	2	m	2	12	1994	142	NA
641	8	m	0	4	1994	142	9.450835534425337
653	10	f	2	17	1994	142	10.04956086505215
654	3	m	2	17	1994	142	6.492927830848935
657	2	f	2	6	1994	142	NA
663	3	m	0	8	1994	142	NA
673	0	m	1	17	1994	142	4.516604369137191
674	0	f	2	9	1994	142	3.7255801206854304
676	1	m	1	2	1994	142	4.422622523169561
677	9	m	0	2	1994	142	10.82067299276835
678	0	m	2	17	1994	142	4.936843578809587
685	0	f	1	8	1994	142	3.6361377392498606
686	0	m	2	14	1994	142	4.169169010067008
692	3	f	2	6	1994	142	6.7892067496097965
700	6	f	2	16	1994	142	8.140015468804581
703	1	f	0	14	1994	142	4.7090748772473905
711	7	m	1	10	1994	142	8.450934151111944
715	10	f	0	16	1994	142	10.49689374290036
722	0	m	0	5	1994	142	4.236193116689725
723	9	m	0	8	1994	142	11.686144919125093
724	9	f	2	14	1994	142	9.458061831812277
729	4	f	1	6	1994	142	6.089027562895797
732	1	f	1	13	1994	142	3.8522456092385005
735	0	m	2	18	1994	142	3.7928703562919917
736	4	f	0	13	1994	142	7.517313722848654
742	8	f	0	13	1994	142	9.282293359536432
749	9	f	1	9	1994	142	10.576151660582028
761	5	m	2	13	1994	142	8.305158225172923
766	1	f	1	5	1994	142	4.030924600239917
772	1	m	1	20	1994	142	5.2539603703023685
782	4	m	2	19	1994	142	7.407568627350871
784	5	m	0	5	1994	142	7.503319697938199
786	1	m	1	10	1994	142	5.18850547559422
789	12	m	1	8	1994	142	12.517415036398555
790	1	m	1	6	1994	142	4.015258092230594
793	5	f	0	2	1994	142	NA
796	7	f	2	9	1994	142	8.358089939215434
797	8	m	1	7	1994	142	NA
802	7	m	2	3	1994	142	8.78201113275995
803	0	m	1	14	1994	142	NA
806	5	f	0	6	1994	142	7.656021116288292
808	9	f	1	2	1994	142	10.764789653182126
812	2	m	2	6	1994	142	6.113267344371439
813	0	m	2	13	1994	142	3.809812922572845
816	11	m	1	9	1994	142	12.051679999819562
820	9	f	2	10	1994	142	NA
822	7	m	0	14	1994	142	NA
823	7	f	0	7	1994	142	8.321446494325206
831	5	m	0	5	1994	142	NA
835	7	f	1	15	1994	142	8.096887212203296
838	10	m	0	14	1994	142	11.222220792080165
839	1	m	2	18	1994	142	NA
840	11	f	0	20	1994	142	11.166292567878445
858	5	f	1	3	1994	142	6.546312312074496
859	8	f	2	1	1994	142	9.750168633041632
862	9	m	0	17	1994	142	10.475190464742708
865	10	f	0	14	1994	142	10.74457818224567
868	3	m	0	1	1994	142	NA
870	6	f	1	15	1994	142	8.495567095530875
879	5	f	1	6	1994	142	5.211601722636825
881	2	f	0	1	1994	142	4.487495566232399
885	12	f	2	9	1994	142	11.831497907201713
891	2	m	2	4	1994	142	6.1188837137446015
7	1	m	0	17	1995	165	5.073417765582067
12	3	m	0	5	1995	165	5.171681630084109
15	0	m	2	9	1995	165	3.711670084491103
18	0	m	0	2	1995	165	4.97155127118149
20	1	m	0	9	1995	165	5.370503531824146
26	14	f	2	8	1995	165	12.755587316213404
31	11	m	0	9	1995	165	11.490820724330668
32	10	m	2	19	1995	165	NA
33	3	f	2	2	1995	165	5.748257558500081
37	5	m	2	13	1995	165	7.417962146594443
51	2	m	1	16	1995	165	6.041837888964572
52	7	f	2	10	1995	165	9.558188706284723
60	1	m	1	8	1995	165	4.731991522459529
65	5	m	2	4	1995	165	8.13319951675549
73	6	f	2	2	1995	165	7.820519269984931
78	2	m	2	12	1995	165	5.145140048657054
79	0	m	0	11	1995	165	4.769084363444076
82	5	m	0	12	1995	165	6.174653259887535
83	9	f	0	3	1995	165	9.011864660909264
85	10	m	0	3	1995	165	9.839512400342437
86	2	f	2	9	1995	165	NA
88	15	f	2	8	1995	165	14.675735468312055
93	1	f	1	13	1995	165	4.038188255185825
94	1	f	2	5	1995	165	2.8932571030833905
95	3	f	2	14	1995	165	5.789508380049077
100	11	m	2	6	1995	165	11.462263771134195
103	2	m	1	2	1995	165	4.654941353017102
107	7	f	1	2	1995	165	8.38863939780467
114	3	m	1	14	1995	165	5.88173561640165
125	5	f	2	4	1995	165	7.4322600822355795
126	2	m	2	11	1995	165	5.389434980065906
131	3	m	2	20	1995	165	4.736349145752979
138	3	m	1	4	1995	165	5.385123113335654
140	2	m	0	3	1995	165	5.803183202521314
141	10	m	2	20	1995	165	10.74776972313473
145	3	f	1	5	1995	165	5.508937306814841
146	10	f	2	3	1995	165	10.41843920865317
157	7	m	2	13	1995	165	8.443315707927937
159	5	m	2	17	1995	165	8.068574204449737
161	1	f	1	9	1995	165	4.372697746390681
169	1	f	2	19	1995	165	3.6935371542242112
170	11	m	2	12	1995	165	NA
176	8	f	1	1	1995	165	NA
179	4	f	1	2	1995	165	5.594293178825139
191	3	m	2	3	1995	165	6.6064373519015644
199	4	f	1	9	1995	165	NA
201	3	f	1	4	1995	165	5.71506734233963
203	5	f	2	3	1995	165	NA
205	0	m	2	4	1995	165	4.062122519395902
210	1	f	1	7	1995	165	3.962181792971901
211	8	f	2	1	1995	165	9.695209715453258
219	7	f	1	4	1995	165	8.329958347046993
233	6	m	0	4	1995	165	8.316652622235441
235	4	m	1	19	1995	165	6.930103485732473
236	0	f	1	9	1995	165	3.4697662521936414
250	1	f	0	18	1995	165	4.550890522342597
256	8	f	2	7	1995	165	NA
262	7	m	2	18	1995	165	7.782771391673347
271	8	f	2	11	1995	165	8.670206265431178
276	8	m	1	13	1995	165	9.60738542623468
279	8	f	1	11	1995	165	NA
282	8	m	1	11	1995	165	10.335554070310241
289	1	m	1	5	1995	165	4.857087198985582
291	4	f	0	18	1995	165	NA
300	1	f	0	4	1995	165	3.77561013433973
301	9	f	1	17	1995	165	9.148030402797668
308	6	m	2	3	1995	165	8.900504479820544
312	9	m	1	8	1995	165	NA
316	3	f	0	7	1995	165	4.882967855801686
318	6	f	1	15	1995	165	7.862737754818876
319	4	f	0	4	1995	165	6.157267238215832
325	13	m	1	11	1995	165	12.225932446496945
329	5	m	1	5	1995	165	8.243513024216742
330	2	f	2	19	1995	165	4.950143024937087
345	10	f	0	7	1995	165	10.838690156395376
346	12	f	0	18	1995	165	11.671166062008021
348	11	m	0	17	1995	165	NA
349	0	m	1	18	1995	165	4.706157056759614
353	8	m	0	1	1995	165	9.207157476224076
354	7	f	2	7	1995	165	NA
356	5	f	2	1	1995	165	7.4850070860976246
358	4	m	0	17	1995	165	6.4292482609722565
359	4	f	1	15	1995	165	NA
372	14	m	1	4	1995	165	13.900240378000479
376	0	f	0	6	1995	165	3.455647072435106
381	11	f	0	20	1995	165	9.999153716451579
388	9	f	2	3	1995	165	10.73556521877129
392	3	m	0	14	1995	165	6.938875121380062
394	1	f	0	19	1995	165	3.5176315870446615
399	4	f	0	10	1995	165	6.536991623028743
400	0	m	0	20	1995	165	2.60895141432443
401	7	f	0	17	1995	165	NA
405	8	m	1	20	1995	165	9.910229686686565
407	1	m	0	17	1995	165	4.259919553622999
410	4	f	0	6	1995	165	6.082936306078682
411	0	f	1	1	1995	165	NA
418	9	f	2	11	1995	165	9.179680669829732
421	6	m	2	14	1995	165	8.318016822930014
425	5	m	1	14	1995	165	7.353407633885612
428	4	m	2	10	1995	165	8.098976807205055
432	1	f	1	2	1995	165	NA
433	1	m	2	15	1995	165	5.293534811829002
437	3	f	1	14	1995	165	5.3061505796936235
439	9	f	2	7	1995	165	9.56821340362007
440	13	m	1	1	1995	165	12.774581621011542
443	6	m	1	2	1995	165	7.956166949781187
446	1	m	2	5	1995	165	3.964966046392041
451	10	m	1	3	1995	165	10.424870638505208
456	9	m	1	18	1995	165	11.100962601221843
462	1	f	0	14	1995	165	4.371925662930153
463	9	m	0	8	1995	165	9.750298157765792
472	6	m	2	12	1995	165	8.121336348885212
474	6	f	0	3	1995	165	8.641942565197237
477	1	m	0	14	1995	165	5.454045377357264
480	7	f	1	9	1995	165	7.962544216902495
483	6	f	0	5	1995	165	8.24950552699165
487	2	f	2	16	1995	165	5.430611843105608
490	7	f	0	4	1995	165	8.197744966691003
493	4	f	2	17	1995	165	5.575381591158978
494	9	m	2	16	1995	165	10.294601894454953
506	0	m	2	20	1995	165	3.6010416285861364
507	0	f	2	11	1995	165	2.7241863104747304
514	2	f	0	18	1995	165	5.657021181529943
537	6	m	1	17	1995	165	8.400846105668837
540	3	m	0	15	1995	165	NA
546	1	f	0	9	1995	165	4.340955273101194
555	10	m	0	10	1995	165	11.338677146961276
570	12	f	1	19	1995	165	11.409350893952633
579	6	f	1	18	1995	165	7.025486522892034
583	3	f	2	20	1995	165	4.39438369359858
587	11	m	0	19	1995	165	10.823886310467016
591	3	f	1	6	1995	165	5.046134714859123
593	2	f	0	3	1995	165	5.574240180630601
594	3	m	2	13	1995	165	5.024471847979694
610	0	m	2	11	1995	165	4.251773601687556
613	6	m	0	12	1995	165	8.2355886373488
614	4	m	1	4	1995	165	6.460280630718657
624	11	f	2	3	1995	165	11.352436532774199
626	7	f	2	14	1995	165	8.634673696109335
633	8	m	2	19	1995	165	10.25513385423135
635	0	f	1	3	1995	165	3.665922273080357
636	9	m	2	17	1995	165	10.225282027160981
640	3	m	1	16	1995	165	5.752951674614215
641	9	m	0	20	1995	165	8.86684642240498
647	0	f	0	1	1995	165	3.1890912761543873
653	11	f	2	6	1995	165	10.561950410696811
654	4	m	2	5	1995	165	7.619527248255711
657	3	f	0	8	1995	165	4.9785096735275225
663	4	m	2	11	1995	165	NA
673	1	m	0	11	1995	165	4.825570695298848
674	1	f	2	15	1995	165	4.730193331499672
676	2	m	0	2	1995	165	5.652734025222153
677	10	m	2	2	1995	165	11.326024977957154
678	1	m	0	20	1995	165	NA
685	1	f	2	20	1995	165	3.98326679195016
686	1	m	0	15	1995	165	4.559861906593845
687	0	f	2	6	1995	165	3.0693573656221727
692	4	f	0	2	1995	165	7.769859935288298
700	7	f	2	9	1995	165	8.135807370218714
703	2	f	1	18	1995	165	5.083965221051181
711	8	m	0	7	1995	165	9.195628214143742
715	11	f	2	8	1995	165	NA
722	1	m	1	2	1995	165	NA
723	10	m	2	18	1995	165	11.17148417242458
729	5	f	2	13	1995	165	6.229095877866367
732	2	f	1	8	1995	165	4.255914750624615
735	1	m	0	11	1995	165	4.20413829472946
736	5	f	0	16	1995	165	8.278641910847984
742	9	f	1	2	1995	165	10.174118217986871
747	0	f	1	11	1995	165	4.454689876508685
761	6	m	0	2	1995	165	8.609751813129405
766	2	f	1	5	1995	165	3.7089146728377758
772	2	m	2	13	1995	165	5.400872155307067
782	5	m	1	3	1995	165	NA
784	6	m	0	8	1995	165	NA
786	2	m	2	15	1995	165	NA
789	13	m	0	17	1995	165	12.44092609521517
790	2	m	1	6	1995	165	3.9471172333551263
793	6	f	1	4	1995	165	8.58170532009827
794	0	m	2	14	1995	165	4.098330982629934
796	8	f	1	18	1995	165	NA
797	9	m	2	1	1995	165	10.643440286267591
802	8	m	2	7	1995	165	9.164254763620146
803	1	m	1	3	1995	165	4.5950762303310855
806	6	f	0	5	1995	165	NA
812	3	m	2	16	1995	165	6.206914110002885
813	1	m	0	7	1995	165	4.198774808269277
820	10	f	1	5	1995	165	10.161279541061345
822	8	m	2	10	1995	165	9.121668857982446
823	8	f	1	12	1995	165	9.049531392597597
831	6	m	1	16	1995	165	8.14755207395245
835	8	f	0	19	1995	165	8.799769681044706
838	11	m	1	1	1995	165	11.716155696656367
839	2	m	0	4	1995	165	6.0170575967174065
840	12	f	0	18	1995	165	11.842493506205031
858	6	f	0	18	1995	165	7.087496605609652
859	9	f	1	11	1995	165	9.751411875057023
862	10	m	1	11	1995	165	10.638068110557315
865	11	f	2	17	1995	165	11.24527894768556
868	4	m	1	14	1995	165	6.304035768394072
870	7	f	1	7	1995	165	8.714356421492901
872	0	m	0	3	1995	165	3.5056481215723627
879	6	f	2	16	1995	165	6.158131702544166
881	3	f	1	3	1995	165	5.254508833497335
885	13	f	1	7	1995	165	11.571261114977652
891	3	m	2	14	1995	165	5.825885453115243
7	2	m	0	8	1996	146	6.451103971730853
10	0	m	2	7	1996	146	5.078951434319859
12	4	m	0	17	1996	146	6.835047775012596
15	1	m	0	18	1996	146	5.308408111291465
18	1	m	1	1	1996	146	NA
20	2	m	1	18	1996	146	7.401151334346183
26	15	f	0	8	1996	146	14.105794736218321
31	12	m	1	4	1996	146	NA
33	4	f	2	14	1996	146	6.965716270074079
37	6	m	2	13	1996	146	8.920816779136185
40	0	f	2	5	1996	146	3.8324469758591944
44	0	m	0	4	1996	146	4.8393345866989765
51	3	m	0	16	1996	146	NA
52	8	f	0	19	1996	146	10.441587029439393
59	0	m	2	7	1996	146	4.083993209201163
60	2	m	1	1	1996	146	5.689834987535891
65	6	m	1	6	1996	146	8.806070473120885
73	7	f	1	2	1996	146	8.223805053753605
78	3	m	2	12	1996	146	6.47198165076878
79	1	m	0	1	1996	146	5.949845034635601
82	6	m	0	13	1996	146	8.45893459253886
83	10	f	2	17	1996	146	NA
85	11	m	2	10	1996	146	11.022530413012852
86	3	f	0	17	1996	146	5.226762835557639
88	16	f	0	4	1996	146	16.45461655553213
93	2	f	0	11	1996	146	5.521224535373747
94	2	f	2	15	1996	146	4.527032982652702
95	4	f	0	19	1996	146	7.046237465287983
103	3	m	0	5	1996	146	6.215720570305707
107	8	f	1	20	1996	146	9.362326181366406
108	0	m	1	20	1996	146	4.64023763162837
114	4	m	0	4	1996	146	7.399583264837203
126	3	m	2	8	1996	146	6.916895567760317
138	4	m	1	6	1996	146	6.424059507252759
141	11	m	1	9	1996	146	11.87847179801659
145	4	f	0	7	1996	146	7.214026997145895
146	11	f	1	8	1996	146	11.37614577674649
157	8	m	0	3	1996	146	NA
159	6	m	2	18	1996	146	9.374508507723595
161	2	f	0	7	1996	146	NA
169	2	f	2	19	1996	146	4.73310567393687
170	12	m	2	8	1996	146	13.018254823533331
176	9	f	0	12	1996	146	10.602899309098259
179	5	f	2	7	1996	146	7.519462357637649
191	4	m	2	8	1996	146	7.475685791160011
197	0	f	2	14	1996	146	4.1277631076738714
199	5	f	2	14	1996	146	NA
201	4	f	2	1	1996	146	6.74502117266489
203	6	f	1	3	1996	146	7.602432224071277
205	1	m	1	15	1996	146	5.051654286278411
210	2	f	0	10	1996	146	5.189036181055339
211	9	f	0	16	1996	146	11.47557644033656
219	8	f	2	7	1996	146	9.812913417972997
222	0	m	0	10	1996	146	5.7370218019406005
233	7	m	1	4	1996	146	NA
236	1	f	1	17	1996	146	NA
250	2	f	0	6	1996	146	5.768596662171301
256	9	f	0	10	1996	146	10.272888025201246
262	8	m	0	20	1996	146	9.119492313955956
271	9	f	1	4	1996	146	NA
273	0	m	2	4	1996	146	3.6912940152139213
276	9	m	0	5	1996	146	11.162879174343905
279	9	f	2	13	1996	146	10.652151707981174
282	9	m	2	6	1996	146	NA
289	2	m	1	18	1996	146	5.672394969446391
291	5	f	2	4	1996	146	NA
300	2	f	2	4	1996	146	5.212220510482252
301	10	f	1	10	1996	146	10.745219325789497
312	10	m	2	4	1996	146	11.030970847782191
316	4	f	0	5	1996	146	6.438445679263674
318	7	f	0	12	1996	146	9.402242343319514
319	5	f	1	19	1996	146	7.351040738107729
325	14	m	0	9	1996	146	13.752926597700625
329	6	m	2	3	1996	146	9.316147285145567
330	3	f	0	10	1996	146	5.914166267712265
345	11	f	0	8	1996	146	11.891020334466928
346	13	f	1	20	1996	146	12.599429467481883
348	12	m	0	7	1996	146	13.013281542744847
349	1	m	2	17	1996	146	5.857540384509937
353	9	m	0	3	1996	146	10.984334596993966
354	8	f	1	16	1996	146	9.422747840508022
355	0	m	0	4	1996	146	4.744190174937654
356	6	f	0	9	1996	146	NA
358	5	m	0	3	1996	146	7.865374500698878
359	5	f	1	9	1996	146	8.058337112818675
366	0	f	2	14	1996	146	4.0638236903608584
376	1	f	2	5	1996	146	4.567382289530602
388	10	f	1	2	1996	146	11.891254861747369
392	4	m	1	15	1996	146	8.059878155226427
394	2	f	2	7	1996	146	5.041940632323428
401	8	f	1	11	1996	146	10.222253041042041
405	9	m	2	12	1996	146	10.605499428471362
407	2	m	2	14	1996	146	6.041033010974854
410	5	f	1	2	1996	146	7.632627675766553
411	1	f	0	6	1996	146	4.687129148528944
418	10	f	2	8	1996	146	10.291232724189916
420	0	m	2	1	1996	146	4.30065001035674
421	7	m	2	15	1996	146	9.794273399077925
425	6	m	0	12	1996	146	8.82997983158478
428	5	m	0	10	1996	146	9.674643503271444
432	2	f	2	7	1996	146	6.195167531669358
433	2	m	2	4	1996	146	6.006145416338787
434	0	f	1	5	1996	146	4.294102988768717
437	4	f	1	13	1996	146	7.087546073642857
443	7	m	0	7	1996	146	9.138810994797698
446	2	m	2	8	1996	146	5.490280229460359
451	11	m	0	16	1996	146	12.047091293681145
456	10	m	1	20	1996	146	NA
462	2	f	2	16	1996	146	5.247932669124617
463	10	m	2	6	1996	146	11.065786849543988
469	0	f	2	2	1996	146	4.487834195326158
472	7	m	2	13	1996	146	9.682195834443183
474	7	f	0	8	1996	146	NA
477	2	m	2	12	1996	146	5.927631219019843
480	8	f	2	9	1996	146	9.319088542245494
487	3	f	0	10	1996	146	6.5374839079558065
490	8	f	0	17	1996	146	9.439447567914565
494	10	m	2	6	1996	146	11.249649262055469
506	1	m	1	11	1996	146	NA
507	1	f	2	2	1996	146	4.29081829220543
508	0	f	1	3	1996	146	4.511331831558671
514	3	f	0	4	1996	146	6.95701140468572
518	0	m	2	6	1996	146	3.5968358983353665
529	0	f	0	14	1996	146	4.852794934533738
537	7	m	1	3	1996	146	9.89931950330763
540	4	m	2	13	1996	146	6.788445185538887
546	2	f	2	19	1996	146	5.997892800596421
555	11	m	0	1	1996	146	12.467651142042191
570	13	f	0	20	1996	146	13.242377579184284
579	7	f	1	2	1996	146	8.944954936334751
583	4	f	2	19	1996	146	6.3163661914147635
587	12	m	0	8	1996	146	12.484356174462096
591	4	f	2	8	1996	146	6.813671226926879
593	3	f	1	20	1996	146	6.4179324396315005
594	4	m	1	4	1996	146	7.0196638316675335
610	1	m	1	12	1996	146	5.6069908722751425
613	7	m	2	13	1996	146	9.227709360522176
614	5	m	1	18	1996	146	7.949026542070755
618	0	m	0	11	1996	146	4.5889427630593405
624	12	f	2	15	1996	146	12.55991313545193
626	8	f	0	20	1996	146	9.728433098507338
633	9	m	0	5	1996	146	11.193928012921889
636	10	m	1	8	1996	146	11.449193747007008
647	1	f	1	3	1996	146	4.6879636247607515
653	12	f	0	18	1996	146	NA
654	5	m	0	5	1996	146	8.775865951655682
657	4	f	0	18	1996	146	6.491509916587567
663	5	m	0	20	1996	146	7.332628315260655
673	2	m	2	9	1996	146	5.836671397766406
674	2	f	0	6	1996	146	5.176493751085999
676	3	m	2	19	1996	146	6.42720753733822
677	11	m	1	4	1996	146	12.272358014603965
678	2	m	1	10	1996	146	6.081615095680824
685	2	f	1	3	1996	146	5.948784230712808
686	2	m	1	7	1996	146	5.83369725854467
687	1	f	2	8	1996	146	4.494448791000393
692	5	f	0	14	1996	146	8.794335177127024
700	8	f	1	14	1996	146	9.241971222090825
715	12	f	1	6	1996	146	11.667183206936791
722	2	m	0	18	1996	146	5.785557982855413
723	11	m	1	1	1996	146	13.433052100089247
729	6	f	1	14	1996	146	7.3185304649380685
735	2	m	1	15	1996	146	5.694161762913906
736	6	f	1	17	1996	146	9.111245262341189
742	10	f	1	10	1996	146	10.871667369504973
747	1	f	0	1	1996	146	5.420623194318244
761	7	m	2	14	1996	146	9.837265223425247
766	3	f	2	6	1996	146	NA
767	0	m	1	2	1996	146	4.796948291461365
772	3	m	2	3	1996	146	NA
780	0	f	0	5	1996	146	4.3360936972253
782	6	m	1	15	1996	146	9.290238913732175
784	7	m	0	14	1996	146	9.134127578100541
789	14	m	2	2	1996	146	13.992950912600566
790	3	m	2	8	1996	146	4.971926537324586
793	7	f	2	8	1996	146	9.93568121010199
794	1	m	1	18	1996	146	NA
796	9	f	0	14	1996	146	10.269519880573794
797	10	m	1	6	1996	146	11.986114477357358
802	9	m	0	16	1996	146	10.180300046477665
803	2	m	1	20	1996	146	NA
806	7	f	1	9	1996	146	9.32072954417223
813	2	m	1	17	1996	146	5.839938771290489
819	0	f	2	7	1996	146	3.5785721718650505
820	11	f	0	16	1996	146	11.91431978576376
822	9	m	0	16	1996	146	9.980038870260488
823	9	f	0	17	1996	146	10.330887457385696
831	7	m	1	16	1996	146	9.057964481367112
837	0	f	0	12	1996	146	3.656799244074416
838	12	m	2	1	1996	146	13.133337188106175
839	3	m	0	18	1996	146	7.350351576573066
840	13	f	0	3	1996	146	13.145298210264748
859	10	f	2	1	1996	146	11.124658639838664
862	11	m	0	11	1996	146	NA
865	12	f	1	18	1996	146	NA
868	5	m	1	16	1996	146	7.508942095907374
870	8	f	1	11	1996	146	9.751050994036609
879	7	f	1	13	1996	146	7.333326631917028
881	4	f	2	14	1996	146	6.400355093819675
885	14	f	1	6	1996	146	13.788872939346042
891	4	m	2	4	1996	146	7.761534551244307
7	3	m	2	5	1997	140	6.780418118240336
10	1	m	1	18	1997	140	NA
15	2	m	2	11	1997	140	5.445531666316693
18	2	m	0	15	1997	140	NA
20	3	m	1	14	1997	140	7.049317129688296
30	0	f	1	4	1997	140	3.4102202607672942
31	13	m	2	5	1997	140	13.29913837242644
33	5	f	0	19	1997	140	7.734013205919068
34	0	m	2	19	1997	140	3.8118972159118116
37	7	m	0	18	1997	140	9.350502647243617
40	1	f	2	19	1997	140	4.488219701555804
41	0	f	1	2	1997	140	3.494395797543753
44	1	m	1	1	1997	140	4.589761294367828
46	0	m	1	15	1997	140	4.722456311546317
51	4	m	2	15	1997	140	7.528842711977299
52	9	f	0	9	1997	140	10.786402622307204
59	1	m	1	6	1997	140	4.806018542457645
60	3	m	0	1	1997	140	6.655655306396987
65	7	m	2	14	1997	140	9.169637266656562
73	8	f	1	3	1997	140	8.865863534350904
78	4	m	0	7	1997	140	6.83807062963123
79	2	m	0	11	1997	140	6.669156523552127
83	11	f	2	3	1997	140	10.768577850412186
86	4	f	1	11	1997	140	5.541494136873666
93	3	f	0	10	1997	140	5.843932604740055
94	3	f	2	5	1997	140	4.700602023545387
95	5	f	1	3	1997	140	6.899711438730667
103	4	m	1	17	1997	140	6.870167373720698
107	9	f	2	5	1997	140	10.027449099117705
108	1	m	2	15	1997	140	5.285387437539403
113	0	m	1	20	1997	140	4.2249402749595255
114	5	m	2	7	1997	140	8.213177370660876
126	4	m	0	17	1997	140	7.05562724856676
127	0	m	1	1	1997	140	4.246449585909506
129	0	f	1	9	1997	140	4.692352567368434
138	5	m	1	7	1997	140	7.295928979908596
141	12	m	0	3	1997	140	12.741107210196107
144	0	m	2	20	1997	140	4.963913933137355
145	5	f	0	6	1997	140	7.849178702040569
147	0	f	0	2	1997	140	2.709825225438923
169	3	f	0	15	1997	140	5.464618336375495
176	10	f	1	7	1997	140	11.1058318830804
179	6	f	0	6	1997	140	8.119795476080613
188	0	f	0	8	1997	140	3.2417166040451075
191	5	m	1	18	1997	140	7.98400910927027
197	1	f	0	5	1997	140	4.908550327216159
201	5	f	2	15	1997	140	7.296469544947181
203	7	f	1	14	1997	140	8.369487867428507
205	2	m	1	6	1997	140	5.862351196249213
210	3	f	1	15	1997	140	5.478311167165661
211	10	f	1	10	1997	140	NA
219	9	f	1	18	1997	140	NA
222	1	m	2	13	1997	140	5.136076727574685
233	8	m	2	15	1997	140	8.751130232217061
236	2	f	2	20	1997	140	5.418824792258878
238	0	f	0	18	1997	140	NA
241	0	f	0	10	1997	140	3.475808205258638
250	3	f	2	18	1997	140	6.103293102075431
256	10	f	2	14	1997	140	10.335872195657416
262	9	m	0	10	1997	140	10.004099459306126
263	0	m	1	3	1997	140	5.193011760501179
276	10	m	0	7	1997	140	10.871597036916071
279	10	f	0	1	1997	140	10.897223633630075
282	10	m	0	20	1997	140	11.798791358654373
289	3	m	2	18	1997	140	6.102331417833569
300	3	f	0	17	1997	140	5.733732309916144
312	11	m	1	9	1997	140	11.131543993410054
316	5	f	2	13	1997	140	NA
317	0	f	2	13	1997	140	2.894366250039989
318	8	f	1	7	1997	140	10.33507449848147
319	6	f	0	5	1997	140	8.09659661819246
325	15	m	0	9	1997	140	13.411791506541826
329	7	m	2	14	1997	140	10.243564242733354
330	4	f	0	1	1997	140	6.835658515618688
345	12	f	1	20	1997	140	11.96930086371847
346	14	f	1	16	1997	140	13.201028490568484
348	13	m	2	8	1997	140	14.317342739832027
349	2	m	2	13	1997	140	6.4418837211590425
353	10	m	1	16	1997	140	NA
354	9	f	0	6	1997	140	10.898274073960913
355	1	m	2	2	1997	140	5.15757738400712
356	7	f	0	12	1997	140	8.826665848539012
358	6	m	0	6	1997	140	8.598765056044797
359	6	f	2	5	1997	140	8.560775249668836
